berita,tagging
"Foto anak berdarah mahasiswa Poly University korban demo demo rusuh di HongkongThe students of Poly university was stocked and very tired without any food. They were also inhured by the acid water from Police. Many students are sick, losing temperature and ear blooding. Hong Kong administration is going to cut the supply of water and electricity. It is getting worse .",Hoax
Kasus di Muazam PahangKes dimuazam Pahang. Sabjek 1 pembantu rumah indon.baru sebulan kja. Sabjek telah ditangkap jam. 3.00ptg. Mangsa kanak kanak sedang di rawat dihospital.,Hoax
"Inikah Sholat Islam Nusantara?Innalilahi,kalau..ini..nanti,di Syahkan oleh pemerintah,maka Indonesia..resmi menjadi negara sekuler..dan hancurlah Islam",Hoax
"600 Orang Terjangkit Difteri, Dinkes Imunisasi Masal Desember MendatangDki Jakarta, Jabar. Ada 600 yang kena. RS penuh dg kondisi anak2 Difteri. 38 sdh meninggal. Jadi memang kejadian luarbiasa. Dinkes DKI Jakarta mengadakan imunisasi masal sd 11 Des. Usia 1 sd 19 tahun",Hoax
"Rangkap Jabatan Menteri Dan Anggota DPR, Puan: Khan Gajinya DobelRangkap Jabatan Menteri Dan Anggota DPR, Puan: Khan Gajinya Dobel",Hoax
"Siswa kejang-kejang saat bermain game online di dalam kelasnyaSebuah video memperlihatkan seorang siswa terlihat kejang-kejang saat bermain game online di dalam kelasnya, kejadian di salah satu SMA di Luwu Timur Sulawesi Selatan.12-September-2019
 #stopkecanduangameonline",Hoax
"Kejadiannya di Rusia, 16 tahun dibesarkan oleh anjing, karena ditelantarkan orang tuanya dari umur 3 tahunini kejadiannya di Rusia….16 tahun di besarkan oleh anjing… karena di telantarkan orang tuanya dr umur 3 tahun….kabar terakhir sdh di nyatakan sembuh dan bisa berkomunikasi layaknya seorang manusia!",Hoax
"Video Jagal Sapi Meninggal Ditendang Sapi QurbanInnalillahi…
 
 Tukang Jagal harus berakhir ditendang sapi",Hoax
"solusi milenial ngatasin banjir #AniesDimanaIni lah solusi milenial ngatasin banjir di DKI by Gabener

#AniesDimana",Hoax
"Seluruh Biaya Muhammad Zohri Bukan Diurus KemenporaSeluruh Biaya Muhammad Zohri Selama di Finlandia, Pengurusan Visa Eropa,",Hoax
"Sri Mulyani Ditolak Kedatangannya Ke Gontor dengan Membawa Cek Bernilai Besarinfovalid SMI baru saja ke gontor Ponorogo berjilbab membawa cek bernilai besar, ditolak mentah-mentah dipermalukan, diceramahi habis-habisan sama kiyai gontor…. SMI pun balik ke Jakarta, seluruh agendanya di Jatim batal semua.",Hoax
"WIRANTO Tegas Akan Bubarkan DPR Jika Tak Selesaikan RUU T3ROR1SME, Fadli Zon CIUTWIRANTO Tegas Akan Bubarkan DPR Jika Tak Selesaikan RUU T3ROR1SME, Fadli Zon CIUT – Berita Viral
 Selengkapnya : (http:)//zipansion(dot)com/A1pf
 WIRANTO Tegas Akan Bubarkan DPR",Hoax
"Penyerangan Teroris di Mapolsek Tampan, Pekanbaruinfo terbaru, Polsek Tampan diserang. Mohon kepada saudara2 agar berdiam diri di dlm rumah dan sementara mengurangi kegiatan di luar..",Hoax
Ancaman Cina Bukan Lagi Fiksi“Ancaman Cina Bukan Lagi Fiksi”,Valid
"Burung Surakav |  Surakav BirdBurung ini bernama Surakav. Diperlukan 19 fotografer selama 62 hari utk mendapat foto yg lengkap.
 Dia berubah warna setiap bbrp detik..dlm video yg pendek ini
 Silakan nikmati keajaiban dari ciptaan Tuhan yg sangat indah😍",Hoax
"Angola Resmi Larang Islam di NegaranyaSetelah dikuasai RRC karena tidak mampu membayar hutang
 Anggola secara resmi melarang Agama Islam dan kitab suci Alquran di negara ini
 Apakabar Indonesia, Semoga Indonesia Segera Tersadarkan..
 Aamiin",Hoax
"Soal Bocornya NIK dan Nomor KK Sekarang dilempar Menjadi Tanggungjawab ProviderSiapa yang disalahkan ?
 Saling lempar tanggungjawab
 Soal bocornya NIK dan nomor KK
 Sekarang dilempar menjadi tanggungjawab provider.
 .
 Data kependudukan kartu SIM prabayar bocor, Menkominfo: Datangi operator. https://youtu.be/JDPMBDYvYx8
 .
 Ikuti berita terbaru di cnnindonesia.com
 #CNNIndonesia
 
 .⏬⏬",Hoax
"Wasekjen MUI, KH. Tengku Zulkarnain Sebut Ada Pembakaran Masjid di Pangkalan Brandan…Kemudian ada Masjid lagi dekat Pangkalan Brandan dibakar. Tiba-tiba keluar pengumuman orang gila. Siapa orang gilanya?.",Hoax
"Produk TOYOTA Segera Resmi Hadir di INDONESIA?Produk TOYOTA….
 Segera resmi hadir di INDONESIA…?
 Harga 35-37 jutaan…?
 www.rumahsunatmodern.com",Valid
"Tim Putri Indo vs Tim Putri RusiaTim Putri Indo vs Tim putri Rusia..
Kalo kurang setuju, Silakan dikomen..",Valid
Bahaya Memakan Kepala Ikan Karena Mengandung Racun CiguatoksinBahaya Memakan Kepala Ikan Karena Mengandung Racun Ciguatoksin,Valid
"Fetus Soup Eaten by Asians? | Sop Bayi Dimakan Oleh Orang-orang Asia?Whats happening to the world? ???
Sad to say this is legal in China ??CTTO",Hoax
"Ustadz Abdul Somad Dihadiahi Mobil AlphardHadiah mobil Alphard ini diberikan kepada Ustad Abdul Somad dari seorang saudagar kaya di Aceh yg sangat mengagumi UAS. Hadiah ini diberikan mengatasnamakan seluruh masyarakat Aceh. Fakta sejarah bahwa jangankan mobil mewah, emas Monas seberat 32 kg dan pesawat pertamapun pernah diberikan rakyat Aceh kepada pemerintah Indonesia. Rakyat Aceh sejak dulu memang dikenal dermawan dan menghargai para ulama.”.",Hoax
Siswa-Siswi SMP N 12 Berau Kalimantan Timur Belajar Sambil Lesehan di LantaiPotret Pendidikan di Berau,Hoax
"Film Naura & Genk Juara Lecehkan IslamAstaghfirullohal ‘adziim…melihat cuplikan film ini terus terang saya sangat prihatin, kalimat thoyibah diidentikkan dg penjahat. Semoga instansi terkait segera menghentikan pemutaran film ini di mana pun, dan mengambil tindakan thd semua crew yg terlibat dlm pembuatan film tsb. Lagi-lagi hal spt ini terjadi di rezim skrg. Sebenarnya ada apa sih dg negeri ini saat ini ?”.",Hoax
Jokowi Dikatakan Seperti Anak Kecil dan Bodoh oleh Media LuarJokowi dikatakan seperti anak kecil dan bodoh oleh media luar.,Hoax
"Pengusiran Petani oleh Pasukan BarakudaLAHAN 1200 PETANI TERUSIR PAKSA DG PASUKAN BARAKUDA, AHAD 30 JULI 2017 PKL 17.00",Hoax
Penculikan Anak Gelandangan di BrebesPenculikan Anak Gelandangan di Brebes,Hoax
Ada Hio atau Dupa di Ruang Sidang Ahok Yang Dikaitkan Dengan MistisAda Hio atau Dupa di Ruang Sidang Ahok Yang Dikaitkan Dengan Mistis,Hoax
Foto Gus Nuril dalam Berita KompasTV yang Berjudul Ummat Islam Curang Mereka Menggunakan Sihir Agar Peserta Aksi 212 Dari Ciamis Agar Terlihat BanyakAPA INI PERNYATAAN INTELJEN DARI PIHAK GEREJA YANG MENYUDUTKAN UMAT ISLAM… ?,Hoax
"Raja Salman danai kampanye PM Israel NetanyahuAccording to the Middle East Observer, Isaac Herzog, member of the Knesset and Chairman of the Israeli Labor party, revealed that Saudi King Salman bin Abdulaziz financed the election campaign of Israeli Prime Minister, Benjamin Netanyahu.",Hoax
Foto pandemi flu 1918I found these photos of 1918 flu pandemic. So relatable…,Hoax
"KOMPAS: Infodemi Membuat Publik Abai dengan Bahaya Covid-19Lebih dari 40 persen hoaks menyasar isu pencegahan dan pengobatan Covid-19. Jadi, kita perlu hati-hati jika ada klaim penemuan obat atau pencegahan Covid-19,",Valid
"Pidato Lengkap Jokowi, Negara Kita Tidak Pernah Berutang, Hanya melakukan Pinjaman Luar Negeripantesan mudik sama pulang kampung itu beda saya akan tuntut guru bahasa indonesia waktu sekolah dulu",Hoax
"Gambar Dalam Bayang-Bayang Luhut Sampul Majalah TempoDulu statusnya Petugas Partai, sekarang dibawah bayang-bayang Luhut si Menteri satu untuk semua. Aslinya jago prank..",Hoax
"Video Sholat Jumatan di China menjadi lautan manusia, orang Islam di Wuhan tidak Satupun yang kena virus corona*SHOLAT JUM’ATAN DI CHINA* menjadi LAUTAN MANUSIA. Membuat Merinding Hati kita semua. Lebih 2 juta Orang komunis China masuk Islam. Karena Orang Islam di Wuhan tidak Satupun yang kena VIRUS CORONA. Mereka TAKJUB dengan Orang Islam. Akhirnya atas izin Allah SWT mereka Masuk Islam. Subhanallah, kita harus bangga menjadi umat Islam dan in syaa Alloh termasuk kedalam golongan nabi Muhammad yang sholeh dan sholehah, aamiin.",Hoax
"Dosen Kedokteran Gigi UI Meninggal Karena COVID-19Innalilahi wa’innalilaihi rojiun telah meninggal dunia Dosen UI ada berita yg menyedihkan, pagi tadi jam 10.00 Dosen kedokteran Gigi, dr Umi Susiana, meninggal (covid 19) pimpinan memutus semua dosen dan karyawan libur 3 Minggu, masuk tgl 6 April 2020. Sekarang kita semua disuruh cepet pulang karena kampus akan ditutup dan di semprot… Jadi kita semua sholat dhuhur dan sholat ghoib, karena jenazah tdk boleh di bezuk.. msh di RSI Cemputih…
 
 Semoga Allah melindungi kita semua, aamiin yaa rabbal aalaamiin…",Hoax
"Polres Pamekasan Tidak Selenggarakan Kegiatan Nikah GratisJadi tolong disampaikan kepada masyarakat Pamekasan dan masyarakat Madura bahwa informasi itu hoax, tidak benar,",Hoax
"SEBELUM DI SETRUM MATI, PERMINTAAN PRIA INI MEMBUAT SURAT WASIAT PADA IBUNYASEBELUM DI SETRUM MATI, PERMINTAAN PRIA INI MEMBUAT SURAT WASIAT PADA IBUNYA",Hoax
Jokowi Minta Maaf Kepada PKIMasing-masing portal sumber tersebut memuat pemberitaan mengenai rencana Presiden Joko Widodo akan memberikan permohonan maaf secara resmi kepada PKI.,Hoax
ukiran sudah ratusan tahunBagaimana ini bisa terjadi…?? Sedangkan ukiran itu sudah ratusan tahun usia nya,Hoax
Diam-Diam David Beckham Ke Wamena-PapuaPemain sepak bola asal Inggris David Beckham ternyata berkunjung ke pedalaman Wamena-Papua secara diam-diam.Pemain ternama Dunia ini ternyata memberikana bantuan kemanusiaan setelah mendegar tragedi kematian anak di Nduga pada tahun silam 2015 lalu.Pada kedatangan sang bintang sepak bola itu akhirnya dikagetkana dengan kaos baju yang dikenakan David Beckham yang bertulisan”Free West Papua”.,Hoax
"babi hutan melahirkan 3 anak mirip bayi manusia.Di temukn..di kndang ternak warga di…….chiens Yg dimana ada se.ekor babi..hutan. Melahirkn..3,ekor..anak..mirip .bayi..manusia..yg konon mnurut cerita masyrkt setmpat.. Babi .hutan..ini..sering merusak..tnaman warga… …..namun babi hutan yg malang itu meninggl stlh mlhir kn….sakit x ya..",Hoax
"Merdeka.com Membuat dan Menayangkan Berita Ada Wanita Membawa Anjing Masuk Masjid, Polisi Sebut Pelaku Alami Gangguan Jiwa, Jangan Dibesar-besarkan!!Ada Wanita Membawa Anjing Masuk Masjid, Polisi Sebut Pelaku Alami Gangguan Jiwa, Jangan Dibesar-besarkan!!",Hoax
Foto Capres Jokowi Mengenakan Jaket yang Berisi Banyak KartuCapres Kartu,Hoax
"Karena Sepi Penonton, Teman Ahok Diberi Tiket Gratis dan Uang Rp. 50 ribu agar Menonton Film A Man Called AhokPenonton Sepi, Teman Ahok Dikasih Tiket Gratis Dan Uang Rp 50 Ribu Supaya Mau Nonton Film Si Ahok,",Hoax
"Zumi Zola Jalan-Jalan Di Bandara Soekarno-HattaDengan kekuatan hengpon jadul cekrek cekrek aplot
 
 .
 
 Yuhuuu minceu ketemu babang ganteng lg di airport",Hoax
"Pelaku Bom Surabaya Pernah Bentangkan #2019GantiPresiden“Masih ingat kan dengan kasus bom bunuh diri di Surabaya?? Ternyata mereka dr kubu ganti ganti ituu.. kok ngeri yah, ayok banyak mikir biar cerdas.. dan pastinya terus waspada’",Hoax
Program Gebyar Undian PT. Whatsapp Indonesia 2018Program Undian Berhadiah PT. WHATSAPP INDONESIA ini resmi dengan surat pengesan yang telah di Legalisir oleh:NOTARIS No.Lampiran.UD.05.RKP.39/2018 PEMKOT DKI JAKARTA No.Izin.DKI.1081/IV.PR.2018 DIRJEN PAJAK RI No.Pajak.572/01UN/RKP.399-IXDEPSOS RI No.183/SK.353.VI-65-20158,Hoax
Ternyata NKRI Sudah Mati HargaIni untuk yang suka koar koar NKRI HARGA MATI !!!,Hoax
KPK Bantah Keluarkan Surat Edaran Terhadap Universitas Sam RatulangiSurat itu bukan berasal dari KPK. Kami pastikan surat itu palsu,Valid
"Ternyata Menu Telah Dipesan Sebelumnya!Nah Ternyata Menu Telah Dipesan Sebelumnya!!!
 
 Pada 3 hari yang lalu ternyata berita “Pengeboman Tempat Ibadah di Surabaya” sudah diberitakan oleh media BBC NEWS INDONESIA. Padahal kejadian yang sesungguhnya tadi pagi..
 Ini benar-benar kejam dan biadab!!
 Astaghfirulloh……..",Hoax
"2 Petani di Rokan Hilir tewas tersambar petir saat berteduh di pohon sawitInnalillahiwainnailahirojiun ..
 Korban kesambar petir sore ini. Semoga ditempatkan disisiNya, amin 🙏 semoga kelurga yg ditinggalkan diberi ketabahan ..
 
 Buat pelajaran juga, jangan main hp pas lagi hujan + petir baik diluar atau dalam rumah ..
 Lokasi : Riau, kab. Rokan HIlir, Kec. Bangko pusako, kel. Bangko kiri .",Valid
Video Habib Rizieq Disambut Simpatisan Di Bandara Bukan Video Kepulangannya Ke IndonesiaVideo Habib Rizieq Disambut Simpatisan Di Bandara Bukan Video Kepulangannya Ke Indonesia,Hoax
"Pers Rilis Seketariat Presiden Menyebut Sri Mulyani Menteri Antek AsengSri Mulyani adalah antek Kapitalisme mengemas dgn Aseng dan ASING, Sri Mulyani Menkeu Terbaik Dunia, Presiden Jokowi: Bukti Pengelolaan APBN Pada Jalur Yang Benar*
 
 Kepala Negara menyatakan kebanggaannya ketika mengetahui bahwa salah satu menterinya di Kabinet Kerja dinobatkan sebagai menteri terbaik di dunia. Adalah Menteri Keuangan,antek kapitalis Sri Mulyani Indrawati, yang diberikan penghargaan tersebut.
 [...]",Hoax
":  Beredar Tarif Tol Bakauheni LampungBerdasarkan hasil penelusuran, akun Twitter yang mengatasnamakan Tommy Soeharto dengan nama pengguna @Tommy__Soeharto adalah akun palsu.",Hoax
"Benarkah Subsidi Gas 3 Kg Dicabut, Ini Klarifikasi Kementerian ESDMKementerian ESDM tidak pernah membuat dan menyebarluaskan pamflet semacam itu. Dengan kata lain itu adalah pamflet liar yang tidak bisa dipertanggungjawabkan kebenarannya,",Hoax
Penangkapan Kendaraan Sepeda Motor Besar-besaran di Polsek KenjeranYang merasa kehilangan motornya di sekitar Surabaya telah di adakan penangkapan besar2an di polsek Kenjeran dan ada sekitar 300 unit sepeda motor telah di amankan. Apabila berkenan hub Polsek Kenjeran untuk cek Unit disertai bukti2 n surat2 kendaraan,Hoax
"Indonesia Dijajah Belanda Selama 350 Tahun, Benarkah?Apa benar dulu Indonesia dijajah Belanda selama 350 tahun? Wassalam”",Valid
"Dari anaknya owner _*BEHAESTEX*_ pabrik sarung Atlas,Rubat dll : ...Assalamu’alaikum ?
 Mau tanya nie,, ane dpt bc model kek begini, bener gak yak ?? ?
 Assalamualaikum wrwb
 Dari anaknya owner _*BEHAESTEX*_ pabrik sarung Atlas,Rubat dll :
 Assalamualaikum temen2 mohon bantuannya yaaa
 Bismillah
 Dibutuhkan Relawan Safar untuk membantu Memotretkan plang masjid (alamat jelas terbaca)",Hoax
": Kesalahan Penulisan :Fitsa Hats Di BAP KepolisianJonru secara implisit menyalahkan Polisi atas kesalahan tulis “Fitsa Hats”, sambil meledek “OM OTAK MANA OM” dengan membandingkan kasus Jokowi “I don’t read what I sign”",Hoax
"Seorang Gadis Palestina Ditembaki Oleh 10 Laki-Laki Warga Israel10 laki-laki bersenjata menembak seorang gadis tanpa perlawanan. Karna ini terjadi di Palestina, maka mereka tidak menyebut sebagai pelanggaran HAM Berat! Tapi kalau saja ini terjadi di Prancis, pasti ramai sudah mereka memasang gambar Support Prancis, dan mengutuk aksi tersebut.",Hoax
"Akhirnya 3 Bank Besar Indonesia Berhutang Besar ke Cina, Apa Selanjutnya ?Penguasaan sektor finansiil oleh Cina semakin jelas. Ini dampaknya Indonesia semakin terjajah secara ekonomi oleh Cina. Karena 3 Bank BUMN yaitu PT Bank Mandiri Tbk, PT Bank Rakyat Indonesia (BRI) Tbk, dan PT Bank Negara Indonesia (BNI) Tbk pinjam ke Cina Development Bank (CDB).",Valid
Kata-kata Terakhir Steve JobsKata-kata Terakhir Steve Jobs,Hoax
Jokowi Akan Dibaptis Ulang Dan Mengganti Nama Menjadi HebartusKapan ada liputan jokowi di baptis ulang.. agar benar2 mjdi Hebartus yg tdk murtad..,Hoax
MARUF AMIN NGAKU KALO GROMBOLAN MEREKA ADALAH KODOKHari ini saya mendampingi Presiden @jokowi memimpin Rapat Terbatas tentang Percepatan Penanganan Pandemi Covid-19 serta Antisipasi Kebakaran Hutan dan Lahan yang dilaksanakan di Istana KODOK,Hoax
"Foto Kondisi Tenggorokan Pasien Positif Covid-19An Exclusive picture of the patient’s Throat infected with Coronavirus Covid19 Showing the extent of inflammation and destruction that affected the Throat and entrance to the lungs, which Was Caused by the virus in the first days Of the infection .Taste and Severe Shortness of breath.",Hoax
"Saddam Hussein Mengatakan Amerika Mengancam Irak dengan Virus CoronaDengarkan Saddam Hussein dalam pertemuan tahun 1990 dengan kabinetnya, memberi tahu mereka bagaimana Amerika mengancam Irak dengan Virus Corona. Ini membuktikan di luar bayangan keraguan bahwa Corvid-19 adalah senjata biologis AS yang di curi cina yang dan bocor di laboratorium Wuhan cina",Hoax
"Perkembangan Chloroquine Untuk Obat COVID-19Chloroquine, belum ada bukti bahwa itu adalah obat yang efektif saat ini",Valid
"Selamat datang TKA China sebarkan virus corona #TergagapCoronaWaduh, 20 TKA Asal Cina Baru Tiba di Cilegon Tanpa Karantina
 
 Selamat datang TKA China, silahkan sebarkan virus corona sebanyak yg kalian bisa, Indonesia akan mendapatkan utang dari IMF atas jasa kalian membawa masuk virus corona",Hoax
"Deddy Corbuzier Berikan Mobil untuk Shinta NuriyahAllahumma sholli ‘ala syayyidina Muhammad. Jantung berdetak keras. Bersyukur terasa terenyuh. Mualaf Deddy Corbuzier memberi hadiah mobil kepada Nyai Sinta Nuriyah Wahid. Terenyuh karena 2 hal. Pertama, hadiah diberikan dalam momentum Hari Ibu, 22 Desember 2019. Kedua, mobil yang dihadiahkan kompatibel bagi kondisi Nyai Sinta Nuriyah Wahid.",Hoax
Foto Mesut Ozil menginjak bendera TiongkokSEPATUNYA OZIL CAKEP SUMPAH!,Hoax
"Foto Ahok dipeluk dan dicium dua wanita, alasan Alexis dipertahankanIni alasannya knp Alexis dipertahankan. Klo foto ini editan potong telinga saya !!!",Hoax
"Menhan: Wajib Militer Ampuh Menangkal Bangkitnya PKIWajib militer dalam konteks bela negara ini untuk membangun daya tangkal warga negara atas ancaman negara termasuk radikalisme, juga meningkatkan nasionalisme dan cinta tanah air,",Hoax
"Mobile Phone Burning while Charging using Powerbank in Emporium MallJust happen In emporium mall charging mobile phone using power bank stored in pocket
 #LaguLamaKambingHitam",Hoax
"Gerindra: Pak Prabowo Sudah Mengirim Utusan Untuk Kepulangan Habib Rizieq ShihabKetua DPP Partai Gerindra, Riza Patria menegaskan bahwa pemulangan Imam Besar FPI, Habib Rizieq Shihab bukan tugas Menteri Pertahanan, Namun Prabowo Subianto sudah mengirim utusan untuk mengurus kepulangan HRS",Hoax
Demonstran Mengencingi PolisiFoto tersebut adalah foto seorang pengunjuk rasa yang kencing di depan barisan polisi selama kerusuhan menyusul kematian seorang anak lelaki berusia 15 tahun di San Carlos de Bariloche pada 18 Juni 2010.,Hoax
Ambulans DKI Tidak Membawa Batu dan BensinDia menyatakan bahwa mobil ambulans yang dimaksud tidak membawa batu mau pun bensin.,Hoax
"Unggah Foto Kejadian Tahun 2016 Orang Utan Mati Terpanggang, Warga Aceh Minta MaafAkhirnya saya posting dengan tempat di daerah Pelingkau, Pangkalan Bun. Paginya saya kaget dan syok, melihat komentar ternyata foto itu hoax dan saya dihubungi BKSDA,",Hoax
Mahasiswa UnSri Palembang meninggal dunia dalam aksi hari inisudah ada korban Tewas infonya anak UNSRI Politeknik unsri?,Hoax
Habib Bahar Smith di gebukin napi didalam selHabib Bahar Smith di gebukin napi didalam sel,Hoax
"Maruf Amin Sebut Memilih Jokowi dengan Dirinya Sama Saja Sudah Mengantongi Tiket SurgaJarang OL gue jd ketinggalan info.
 Baru tau gue bahwa kunci syurga sekarang udah berpindah tangan dulu sama farhat sekarang ada di tangan mbah yai dan kang jae.
 #Pengen ketawa atut kualat.:blush::blush:
 #UninstallJokowi
 #AprilPrabowoPresiden,” posting akun Facebook Ranya Alfarizi",Hoax
"Selebaran Waspada Penculikan Anak Berlogo Polda JabarPERHATIAN !!!

Waspada ada Penculik Anak-anak yang berumur 1-12 tahun
Bapak-bapak Ibu-ibu Harus Menjaga Anak kita dengan hati-hati",Hoax
Seorang Anggota Komite Nasional Papua Barat Tewas Dibantai TNI/POLRISebuah akun Facebook bernama Ones Nesta Suhuniap memposting sebuah informasi dan disertai foto yang menyebutkan bahwa seorang anggota Komite Nasional Papua Barat (KNPB) bernama Daud dari sektor Kebun Siri tewas disiksa dengan sangat kejam setelah TNI-POLRI melakukan operasi gabungan ke markas KNPB di Timika Papua pada 15 september 2018 lalu dan jasadnya ditemukan di kampung tipuka porsite pada tanggal 18/09/2018.,Hoax
"Pelaku Mutilasi Anak Berkeliaran di Pelalawan RiauWarga sorek atau wilayah Riau dan sekitar nya agar waspada terhadap
 Mutilasi (pembantaian) anak-anak",Hoax
"BMKG Menilai Pemberitaan Aljazeera yang Mengatakan Polusi Udara di Jakarta Tidak Sehat Jelang Asian Games adalah Berlebihan“Data dari pengukuran satu lokasi saja seharusnya tidak bisa digunakan mengeneralisir kondisi mutu udara seluruh Jakarta,” kata Kepala BMKG, Dwikorita Karnawati, Sabtu (18/8).",Valid
"Indonesian Government still hasnt declared a National Disaster. Incredible. | Pemerintah Indonesia masih belum mendeklarasikan Bencana Nasional. Luar biasa.“In Lombok – 350,000 homeless, 68,000 homes damaged or destroyed, more than 436 dead, 1300 injured – but Indonesian Government still hasn’t declared a National Disaster. Incredible.”",Hoax
Mobil Terkait Letusan Gunung Sinabung Disebut Bangkai EsemkaMobil ESEMKA yg d jnjikN pak kowi..,Hoax
"RS Wates Pasang Spanduk, Umumkan BPJS Menunggak Belasan MiliarRumah Sakit Umum Daerah (RSUD) Wates di Kulon Progo, Daerah Istimewa Yogyakarta (DIY), menjerit lantaran klaim layanan kesehatan senilai Rp 13,4 miliar masih menggantung di BPJS Kesehatan.",Valid
MUI Mengeluarkan Daftar Bumbu dan Makanan yang Mengandung BabiDIPERINGATKAN KPD SELURUH UMAT ISLAM TDK MEMBELI ATAU MENJUAL BUMBU MASAK/MAKANAN YG MENGADUNG BABI..ATAU BARANG HARAM SBGMN DAFTAR,Hoax
"BADAI TROPIS CEMPAKA MENGARAH KE YOGYAKARTAKepala Stasiun Klimatologi Mlati Yogyakarta, Agus Sudaryatno : “Pada tanggal 25 April 2018 telah beredar info adanya Badai Tropis Cempaka yang akan bergerak ke barat/selatan dan berdampak hujan lebat, angin kencang dan gelombang tinggi bahkan berpotensi menimbulkan puting beliung di wilayah Yogyakarta dan Jawa Tengah dalam 3 hari ke depan. Info tersebut menyebar melalui media sosial whatsapp yang menyatakan dimuat di breaking news TV one dan direalese oleh BMKG DIY-Jateng,”.",Hoax
Cacing Hidup di Sarden |  Living Worm in SardineJangan beli ini sardin buatan baru tadi saja kawan beli mahu makan satu kawan buka tuang di piring banyak cacing hidup baru saja kawan dia empo sama saya.,Hoax
Presiden Jokowi Temui Perwakilan Partai Komunis ChinaAstaghfirullah Al Adzim…,Hoax
"Manajer Kampanye Ditahan | Facebook dan Twitter Tak Mengira Dampak Luas Manipulasi KontenWASHINGTON, SENIN — Paul Manafort, mantan manajer kampanye Presiden Amerika Serikat Donald Trump, dijadikan tersangka dengan 12 dakwaan. Manafort dikenai tahanan rumah bersama wakilnya, Rick Gates. Tersangka lain, George Papadopoulos, mengaku bersalah.... ",Valid
"Uus: Daripada Nonton Film G30s/PKI Mendingan Nonton Film Miyabi, Lebih Bermanfaat!!Uus: Daripada Nonton Film G30s/PKI Mendingan Nonton Film Miyabi, Lebih Bermanfaat!!",Hoax
Ajakan melakukan kekerasan kalau dilarang takbir kelilingUNDANGAN TERBUKA UNTUK UMAT ISLAM,Hoax
"Tangkapan Layar Pengakuan Relawan Suntik Vaksin Covid-19 yang Menyebut Lupa Punya Hutang tapi Plonga-PlongoPengakuan Relawan Usai Suntik Vaksin Covid-19: Badan Terasa Enak dan Nafsu Makan TInggo, Tidur Nyenyak Lupa Punya Hutang Tapi Cenderung Plonga-Plongo” yang tayang pada 15 Agustus 2020.",Hoax
"Kecewa Terhadap Pemerintah, Puluhan Warga Jalan Bakri Bantaeng Tutup Jalan RayaKecewa Terhadap Pemerintah, Puluhan Warga Jalan Bakri Bantaeng Tutup Jalan Raya",Hoax
Photo of Prime Minister Shinzo Abe beside President of the Philippines Duterte at a national museum in JapanPrime Minister Shinzo Abe beside President of the Philippines Duterte at a national museum in Japan,Hoax
Video berdoa untuk italiaberdoa untuk italia berdoa untuk italia #nepal #stayhome #corona,Hoax
"Selain Jack Ma, Habib Rizieq Galang Dana Rp 500 M Lawan CoronaMasha Allah, IB HRS Sumbang Dana Untuk Pandemi Corona",Hoax
COVID-19 Sudah Sampai PurwakartaBenarkah udah nyampe purwakarta ???,Hoax
"Kejadian GALAXY MALL 3 SurabayaKejadian GALAXY MALL 3 Surabaya,
 Tahu ndirilah Galaxy Mall brasa di Hongkong 😂😂
 ti atiloh gaeeeeaas…iku rupane tacik².
 Maling yo maling ae…",Hoax
"Penjelasan BMKG Soal Isu Cuaca Panas Extreme yang Melanda IndonesiaSeperti yang telah disampaikan BMKG, bahwa saat ini Indonesia dilanda suhu Panas, bukan gelombang panas. Fenomena gelombang panas tidak terjadi di Indonesia.",Hoax
"Sempat Heboh Dugaan Penculikan, Siswa Gorontalo Ternyata Dijemput Ibu KandungSetelah ditelusuri ternyata siswa tersebut dijemput ibunya sendiri Maya Yunus Bersama Saka Usman, suami kedua dari Maya Yunus",Hoax
"Bayi kembar tiga turis Jerman hasil hubungannya dengan anjingOh, Tuhan, apa akhir dari dunia? Seorang Turis Jerman menempatkan kembar tiga di dunia, buah dari hubungannya dengan anjing.",Hoax
"Salah Satu Pulau di Palu Telah di Jual ke negara ChinaSalah Satu Pulau di Palu Telah di Jual ke negara China, ternyata itu Benar.",Hoax
Video Emak-Emak Labrak Gudang KPU Jombang JatimRelawan emak-emak Prabowo-Sandi geruduk kantor atau gudang KPU karena curiga dengan gerak-gerik petugas yang ingin memindahkan kotak surat suara ke tempat yang tidak lazim takut indikasi curang emak-emak pun labrak dan masuk ke Gudang,Hoax
"Terjadi Penyeludupan dan Penyimpanan Surat Suara Beserta Berkas di Kecataman Bengkong, BatamMalam Ini Terjadi Penyeludupan Dan Penyimpanan Surat Suara Beserta Berkas” Yg Lain,
Kejadian Di Kecamatan Bengkong..!!!
Gawat Kecurangan Begitu Masif..!!",Hoax
"Caleg PPP Jadi Korban Kecelakaan Helikopter di Tasikmalaya dengan Membawa Uang Pecahan Rp. 100 ribu Sebanyak Satu KarungKecelakaan helikopter di antara tasik dan ciamis…
Ada korban luka² 4 org termasuk pilot…
Salah satu korban caleg dr. PPP
Bawa uang 100rb an sekarung…..
Berita selengkapnya di
https://regional.kompas.com/…/basarnas-sebut-penyebab-helik…",Hoax
